WigleWifi-1.4,appRelease=2.26,model=SM-G386T1,release=4.4.2,device=afyonlteMetroPCS,display=KOT49H.G386T1UVU1ANH3,board=MSM8226,brand=samsung,,,
42507_10072_516799,HOT mobile,HSDPA;il,11/9/2017 08:52,0,-83,32.10339873,35.20829827,687,3,GSM
1c:b9:c4:16:f4:7c,Ariel_University,[ESS],11/9/2017 08:52,36,-67,32.10339523,35.20833583,690,3,WIFI
ec:8c:a2:88:94:17,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:52,40,-67,32.10339523,35.20833583,690,3,WIFI
1c:b9:c4:16:f4:78,Ariel_University,[ESS],11/9/2017 08:52,1,-83,32.10339523,35.20833583,690,3,WIFI
ec:8c:a2:08:94:18,Ariel_University,[ESS],11/9/2017 08:52,1,-75,32.10339824,35.20838584,690,3,WIFI
1c:b9:c4:12:7c:c8,Ariel_University,[ESS],11/9/2017 08:52,11,-87,32.10339824,35.20838584,690,3,WIFI
ec:8c:a2:88:78:37,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:52,40,-71,32.10338704,35.20851392,692,3,WIFI
14:ae:db:58:0d:6d,__ery,[WPA2-PSK-CCMP][ESS],11/9/2017 08:52,6,-85,32.10338012,35.20855193,693,4,WIFI
14:ae:db:cb:05:f5,Mama,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],11/9/2017 08:52,11,-89,32.10338012,35.20855193,693,4,WIFI
c4:12:f5:85:12:7d,Si_2.4G,[WPA2-PSK-CCMP][ESS],11/9/2017 08:52,5,-81,32.10337677,35.20857295,696,3,WIFI
42507_10072_480144,HOT mobile,HSDPA;il,11/9/2017 08:52,0,-83,32.10337677,35.20857295,696,3,GSM
ec:8c:a2:08:94:1c,Ariel_University,[ESS],11/9/2017 08:52,40,-58,32.10336798,35.20861642,697,4,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],11/9/2017 08:52,11,-76,32.10337172,35.20865038,698,4,WIFI
ec:8c:a2:88:94:17,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:52,40,-56,32.10337459,35.20866941,697,4,WIFI
1c:b9:c4:92:7c:c7,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:52,36,-64,32.10337459,35.20866941,697,4,WIFI
1c:b9:c4:12:7c:cc,Ariel_University,[ESS],11/9/2017 08:52,36,-66,32.10337459,35.20866941,697,4,WIFI
1c:b9:c4:16:28:ec,Ariel_University,[ESS],11/9/2017 08:52,36,-71,32.10337459,35.20866941,697,4,WIFI
1c:b9:c4:16:13:0c,Ariel_University,[ESS],11/9/2017 08:52,44,-75,32.10337459,35.20866941,697,4,WIFI
1c:b9:c4:12:7c:cc,Ariel_University,[ESS],11/9/2017 08:52,36,-61,32.10335422,35.20869329,698,4,WIFI
1c:b9:c4:12:7c:c8,Ariel_University,[ESS],11/9/2017 08:52,11,-71,32.10335422,35.20869329,698,4,WIFI
1c:b9:c4:16:13:08,Ariel_University,[ESS],11/9/2017 08:52,11,-86,32.10335422,35.20869329,698,4,WIFI
42507_10072_480144,HOT mobile,HSDPA;il,11/9/2017 08:52,0,-77,32.10333866,35.2087235,696,3,GSM
ec:8c:a2:08:94:18,Ariel_University,[ESS],11/9/2017 08:52,1,-70,32.1033395,35.20872464,695,3,WIFI
1c:b9:c4:92:7c:c7,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:52,36,-59,32.1033395,35.20872464,695,3,WIFI
1c:b9:c4:16:28:f8,Ariel_University,[ESS],11/9/2017 08:52,6,-80,32.10332994,35.20873169,695,4,WIFI
1c:b9:c4:14:2f:68,Ariel_University,[ESS],11/9/2017 08:52,6,-85,32.10332994,35.20873169,695,4,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],11/9/2017 08:52,11,-69,32.10332232,35.2087393,695,3,WIFI
1c:b9:c4:96:f4:77,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:52,36,-66,32.10331874,35.20874124,695,3,WIFI
ec:8c:a2:08:78:c8,Ariel_University,[ESS],11/9/2017 08:52,6,-86,32.10331874,35.20874124,695,3,WIFI
1c:b9:c4:12:90:b8,Ariel_University,[ESS],11/9/2017 08:52,11,-74,32.10330617,35.20874377,696,3,WIFI
1c:b9:c4:16:f4:78,Ariel_University,[ESS],11/9/2017 08:52,1,-77,32.10330617,35.20874377,696,3,WIFI
f8:d1:11:77:77:c6,HelpDesk,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],11/9/2017 08:52,4,-88,32.10330617,35.20874377,696,3,WIFI
1c:b9:c4:16:f4:28,Ariel_University,[ESS],11/9/2017 08:52,11,-81,32.10330617,35.20874377,696,3,WIFI
ec:8c:a2:08:94:18,Ariel_University,[ESS],11/9/2017 08:52,1,-62,32.10329006,35.20877229,698,3,WIFI
ec:8c:a2:08:78:cc,Ariel_University,[ESS],11/9/2017 08:52,40,-72,32.10329006,35.20877229,698,3,WIFI
8c:0c:90:2d:75:e8,Ariel_University,[ESS],11/9/2017 08:52,1,-79,32.10329006,35.20877229,698,3,WIFI
1c:b9:c4:12:7c:c8,Ariel_University,[ESS],11/9/2017 08:52,11,-65,32.10331427,35.20883048,697,4,WIFI
1c:b9:c4:12:7c:cc,Ariel_University,[ESS],11/9/2017 08:52,36,-56,32.10331726,35.20887514,697,4,WIFI
1c:b9:c4:12:7c:c8,Ariel_University,[ESS],11/9/2017 08:52,11,-60,32.10331726,35.20887514,697,4,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],11/9/2017 08:53,1,-88,32.10331823,35.20890055,697,4,WIFI
1c:b9:c4:12:7c:c8,Ariel_University,[ESS],11/9/2017 08:53,11,-55,32.10331892,35.20888669,696,4,WIFI
1c:b9:c4:12:7c:cc,Ariel_University,[ESS],11/9/2017 08:53,36,-48,32.10333066,35.20889879,696,7,WIFI
42507_10072_480148,HOT mobile,HSDPA;il,11/9/2017 08:53,0,-75,32.1033697,35.20887323,695,10,GSM
ec:8c:a2:08:78:c8,Ariel_University,[ESS],11/9/2017 08:53,6,-80,32.10340613,35.20883531,697,8,WIFI
ec:8c:a2:08:78:cc,Ariel_University,[ESS],11/9/2017 08:53,40,-65,32.1033976,35.20888297,700,9,WIFI
ec:8c:a2:08:94:1c,Ariel_University,[ESS],11/9/2017 08:53,40,-49,32.10339477,35.2088953,701,11,WIFI
ec:8c:a2:08:78:cc,Ariel_University,[ESS],11/9/2017 08:53,40,-53,32.10339477,35.2088953,701,11,WIFI
ec:8c:a2:08:78:c8,Ariel_University,[ESS],11/9/2017 08:53,6,-68,32.10339477,35.2088953,701,11,WIFI
ec:8c:a2:08:94:1c,Ariel_University,[ESS],11/9/2017 08:53,40,-43,32.103397,35.20889847,701,13,WIFI
ec:8c:a2:08:78:cc,Ariel_University,[ESS],11/9/2017 08:53,40,-45,32.103397,35.20889847,701,13,WIFI
ec:8c:a2:08:78:c8,Ariel_University,[ESS],11/9/2017 08:53,6,-63,32.103397,35.20889847,701,13,WIFI
ec:8c:a2:08:94:18,Ariel_University,[ESS],11/9/2017 08:53,1,-52,32.1033927,35.20889908,701,18,WIFI
ec:8c:a2:88:94:17,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:53,40,-45,32.1033927,35.20889908,701,18,WIFI
ec:8c:a2:08:94:1c,Ariel_University,[ESS],11/9/2017 08:53,40,-35,32.10334497,35.20889804,700,22,WIFI
ec:8c:a2:88:78:c7,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:53,40,-63,32.10335502,35.20892819,699,32,WIFI
34:8f:27:20:8c:18,Ariel_University,[ESS],11/9/2017 08:53,1,-87,32.10336809,35.20883344,697,30,WIFI
34:8f:27:20:8c:18,Ariel_University,[ESS],11/9/2017 08:53,1,-80,32.1033914,35.20883227,698,29,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],11/9/2017 08:53,11,-88,32.10338859,35.20877196,702,17,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],11/9/2017 08:53,11,-83,32.10341086,35.20877605,704,14,WIFI
24:79:2a:2c:3d:6c,Ariel_University,[ESS],11/9/2017 08:53,44,-72,32.10341086,35.20877605,704,14,WIFI
34:8f:27:20:8c:18,Ariel_University,[ESS],11/9/2017 08:53,1,-74,32.10340064,35.20887447,705,13,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],11/9/2017 08:53,11,-76,32.10340064,35.20887447,705,13,WIFI
34:8f:27:20:8c:1c,Ariel_University,[ESS],11/9/2017 08:53,36,-73,32.10340064,35.20887447,705,13,WIFI
34:8f:27:20:8c:18,Ariel_University,[ESS],11/9/2017 08:53,1,-67,32.10341171,35.20887684,705,14,WIFI
34:8f:27:20:8c:1c,Ariel_University,[ESS],11/9/2017 08:53,36,-67,32.10341171,35.20887684,705,14,WIFI
34:8f:27:a0:8c:17,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:53,36,-67,32.10341171,35.20887684,705,14,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],11/9/2017 08:53,11,-68,32.10343202,35.20887879,706,18,WIFI
24:79:2a:2c:3d:6c,Ariel_University,[ESS],11/9/2017 08:53,44,-58,32.1034531,35.20887864,706,24,WIFI
34:8f:27:20:8c:1c,Ariel_University,[ESS],11/9/2017 08:53,36,-61,32.1034531,35.20887864,706,24,WIFI
34:8f:27:20:8c:18,Ariel_University,[ESS],11/9/2017 08:53,1,-56,32.10348632,35.20888654,706,38,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],11/9/2017 08:53,11,-57,32.10348632,35.20888654,706,38,WIFI
24:79:2a:2c:3d:6c,Ariel_University,[ESS],11/9/2017 08:53,44,-48,32.10348632,35.20888654,706,38,WIFI
34:8f:27:20:8c:1c,Ariel_University,[ESS],11/9/2017 08:53,36,-50,32.10348632,35.20888654,706,38,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],11/9/2017 08:53,1,-79,32.10348632,35.20888654,706,38,WIFI
34:8f:27:a0:8c:17,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:53,36,-62,32.10351307,35.20889222,706,53,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],11/9/2017 08:53,11,-49,32.10354668,35.20887195,706,68,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],11/9/2017 08:53,1,-74,32.10354668,35.20887195,706,68,WIFI
24:79:2a:2c:3d:6c,Ariel_University,[ESS],11/9/2017 08:53,44,-43,32.10358095,35.20908805,703,51,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],11/9/2017 08:53,1,-69,32.10358095,35.20908805,703,51,WIFI
1c:b9:c4:16:f1:58,Ariel_University,[ESS],11/9/2017 08:53,11,-88,32.10358095,35.20908805,703,51,WIFI
24:79:2a:ac:3d:67,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:53,44,-49,32.1034317,35.20909937,706,37,WIFI
1c:b9:c4:96:28:e7,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:53,36,-69,32.1034632,35.2091174,707,39,WIFI
1c:b9:c4:16:f1:58,Ariel_University,[ESS],11/9/2017 08:53,11,-83,32.10359346,35.20909804,708,24,WIFI
1c:b9:c4:16:f1:5c,Ariel_University,[ESS],11/9/2017 08:53,44,-73,32.10359633,35.2091052,708,24,WIFI
34:8f:27:a0:8c:17,,[WPA2-PSK-CCMP][ESS],11/9/2017 08:54,36,-50,32.1034655,35.20896047,706,37,WIFI
